"Url","Product ID","Titel","Plaatje","Omschrijving","Category Pad","SubCategory","Prijs","Merk","Levertijd","Oude prijs","Kleur","Product maten","Voorraad","Materiaal","Top product","Geslacht","Plaatje 2"
"https://www.jemappelle.nl/le-sweater-thursday","10093","Le Top THURSDAY","https://www.jemappelle.nl/media/catalog/product/2/0/2049.2.jpg","Deze every day must have is gemaakt van heerlijke sweatstof met een beetje elastan, blijft dus mooi tijdens het dragen, strijken niet nodig. Er is een sweater voor iedere dag van de week, dan hoef je dus niet te kiezen!","★ SALE ★ > SALE €10","SALE €10","29,98","Je m appelle","","54,98","","","0","95% Katoen / 5% Elasthan","","","",
"https://www.jemappelle.nl/le-sweater-saturday","10099","Le Top SATURDAY","https://www.jemappelle.nl/media/catalog/product/2/0/2050.2.jpg","Deze every day must have is gemaakt van heerlijke sweatstof met een beetje elastan, blijft dus mooi tijdens het dragen, strijken niet nodig. Er is een sweater voor iedere dag van de week, dan hoef je dus niet te kiezen!","★ SALE ★ > SALE €10","SALE €10","29,98","Je m appelle","","54,98","","","0","95% Katoen / 5% Elasthan","","","",
"https://www.jemappelle.nl/le-sweater-monday","10105","Le Top MONDAY","https://www.jemappelle.nl/media/catalog/product/2/0/2052.10.jpg","Deze every day must have is gemaakt van heerlijke sweatstof met een beetje elastan, blijft dus mooi tijdens het dragen, strijken niet nodig. Er is een sweater voor iedere dag van de week, dan hoef je dus niet te kiezen!","★ SALE ★ > SALE €10","SALE €10","29,98","Je m appelle","","54,98","","","0","95% Katoen / 5% Elasthan","","","",
"https://www.jemappelle.nl/le-sweater-wednesday","10111","Le Top WEDNESDAY","https://www.jemappelle.nl/media/catalog/product/2/0/2051.2.jpg","Deze every day must have is gemaakt van heerlijke sweatstof met een beetje elastan, blijft dus mooi tijdens het dragen, strijken niet nodig. Er is een sweater voor iedere dag van de week, dan hoef je dus niet te kiezen!","★ SALE ★ > SALE €10","SALE €10","29,98","Je m appelle","","54,98","","","0","95% Katoen / 5% Elasthan","","","",
"https://www.jemappelle.nl/le-sweater-friday","10123","Le Top FRIDAY","https://www.jemappelle.nl/media/catalog/product/2/0/2053.2.jpg","Deze every day must have is gemaakt van heerlijke sweatstof met een beetje elastan, blijft dus mooi tijdens het dragen, strijken niet nodig. Er is een sweater voor iedere dag van de week, dan hoef je dus niet te kiezen!","★ SALE ★ > SALE €10","SALE €10","29,98","Je m appelle","","54,98","","","0","95% Katoen / 5% Elasthan","","","",
"https://www.jemappelle.nl/le-pull-linnen-look-off-white","10169","Le Pull Linnen Amsterdam","https://www.jemappelle.nl/media/catalog/product/2/0/2059.1_1.jpg","Deze top is gemaakt van een linnen look stof en heeft een ton-sur-ton print. Aan de achterzijde charmante lintjes die je sierlijk strikt. Mooi in combinatie met onze off white tanktop. 
","★ SALE ★ > SALE €10","SALE €10","29,98","Je m appelle","","49,98","","","0","80% Polyester / 20% Linnen ","","","",
"https://www.jemappelle.nl/la-tunic-stripes-brown-blanc","10208","La Tunic Stripes ","https://www.jemappelle.nl/media/catalog/product/2/0/2048.1_1.jpg","Stripes! Deze mooie soepel vallende tuniek heeft prachtige vintage strepen en is heerlijk voor zonnige dagen. Combineer met je favoriete denim of onze white denim jegging.
","★ SALE ★ > SALE €10","SALE €10","39,98","Je m appelle","","59,98","","","0","70% Viscose / 30% Polyester","","","",
"https://www.jemappelle.nl/la-tunic-soleil","10215","La Tunic Soleil","https://www.jemappelle.nl/media/catalog/product/2/0/2057.1.jpg","Deze tuniek mag niet in je kast ontbreken! Combineer het met onze white denim jegging of draag het op je eigen favoriete denim. Gemaakt van heerlijke katoen met een beetje elastan, draagt dus heel fijn. Het gedicht over de zon op de achterzijde maakt deze tuniek uniek.","Acties > 2 Jurkjes €50","2 Jurkjes €50","44,98","Je m appelle","","59,98","","","0","97% Katoen / 3% Elasthan","","","",
"https://www.jemappelle.nl/la-tunic-spring-blue-pink","10224","La Tunic Spring ","https://www.jemappelle.nl/media/catalog/product/2/1/2134.1.jpg","Heerlijke tuniek gemaakt van crinkled cotton, makkelijk om op meerdere manieren te combineren.
","★ SALE ★ > SALE €10","SALE €10","29,98","Je m appelle","","42,98","","","0","100% Katoen","","","",
"https://www.jemappelle.nl/la-tunic-spring-green","10229","La Tunic Spring ","https://www.jemappelle.nl/media/catalog/product/2/1/2135.1_1.jpg","Heerlijke tuniek gemaakt van crinkled cotton, makkelijk om op meerdere manieren te combineren.
","★ SALE ★ > SALE €10","SALE €10","29,98","Je m appelle","","42,98","","","0","100% Katoen","","","",
"https://www.jemappelle.nl/la-tunic-spring-blue","10234","La Tunic Spring","https://www.jemappelle.nl/media/catalog/product/2/1/2136.1_1_1.jpg","Heerlijke tuniek gemaakt van crinkled cotton, makkelijk om op meerdere manieren te combineren.
","★ SALE ★ > SALE €10","SALE €10","29,98","Je m appelle","","42,98","","","0","100% Katoen","","","",
"https://www.jemappelle.nl/la-shirt-dress-speciale","10245","La Robe Shirt Spéciale","https://www.jemappelle.nl/media/catalog/product/2/0/2099.2.jpg","Deze zomer kunnen we niet om prints heen. Grote bloemenprints in verschillende kleurcombinaties. Zo ook dit prachtige jurkje met ton-sur-ton print. Draagt heerlijk luchtig. Super leuk met slippers, maar ook met sneakers erg mooi. Vind je het nog te vroeg voor blote benen, dan combineer je met onze denim jegging. ","★ SALE ★ > SALE €15","SALE €15","34,98","Je m appelle","","59,98","","","0","65% Polyester / 35% Katoen","","","",
"https://www.jemappelle.nl/la-robe-club-paris","10251","La Robe Club Paris","https://www.jemappelle.nl/media/catalog/product/2/1/2104.9.jpg","Stijlvol donkerblauw jurkje met schulprandje langs de mouwen en het kraagje. Dit jurkje heeft een leuke print op de achterzijde en 2 zakken aan de voorkant. Gemaakt van heerlijke katoen met een beetje elastan.","Acties > 2 Jurkjes €50","2 Jurkjes €50","36,98","Je m appelle","","45,98","","","0","95% Katoen / 5% Elasthan","","","",
"https://www.jemappelle.nl/la-robe-speciale","10257","La Robe Flowerbomb","https://www.jemappelle.nl/media/catalog/product/2/0/2063.1.jpg","Ready for summer met dit schitterende jurkje vol  met prachtige kleuren. Sierlijke vlindermouwtjes, een mooi charmant decolleté en een prachtig overslagrokje die nu eens niet te ver openvalt. ","Acties > 2 Jurkjes €50","2 Jurkjes €50","44,98","Je m appelle","","56,98","","","0","95% Terlenka / 5% Elastan - Kreukvrij","","","",
"https://www.jemappelle.nl/la-bow-robe-l-effect","10278","La Bow Robe l'Effect ","https://www.jemappelle.nl/media/catalog/product/2/0/2098.1.jpg","Dit stijlvolle en heerlijk draagbare off black jurkje heeft een mooie all over print en sierlijke vlindermouwtjes, een mooi charmant decolleté en een prachtig overslagrokje die nu eens niet te ver openvalt. 
","Acties > 2 Jurkjes €50","2 Jurkjes €50","42,98","Je m appelle","","54,98","","","0","95% Terlenka / 5% Elastan - Kreukvrij","","","",
"https://www.jemappelle.nl/la-robe-wrinkled-noir-13042","10345","La Little Black Dress","https://www.jemappelle.nl/media/catalog/product/2/0/2046.1.jpg","Prachtig zwart jurkje dat mooi afkleedt en heel makkelijk combineert met bijvoorbeeld een colbertje of gaaf denim jasje. Draag het met sneakers, sandaaltjes of slippers en jij bent klaar voor het mooie weer. Gemaakt van een prachtige modal dat tijdens het dragen en na het wassen perfect in model blijft. Strijken niet nodig!

","Acties > 2 Jurkjes €50","2 Jurkjes €50","34,98","Je m appelle","","46,98","","","0","47% Katoen / 45% Modal / 8% Elastan","","","",
"https://www.jemappelle.nl/la-tank-dress-noir-11295","10363","La Tank Dress Noir","https://www.jemappelle.nl/media/catalog/product/2/1/2152.1_2.jpg","&bull; Ronde hals <br />&bull; Katoen met elastan <br />&bull; Valt rond de knie <br />&bull; Elastische gouden bandjes <br />&bull; Aangesloten fit <br />&bull; Bandjes gekruist op de rug","Tops & Tanktops","Tops & Tanktops","29,98","Je m appelle","","39,98","","","0","95% Katoen / 5% Elasthan ","","","",
"https://www.jemappelle.nl/la-robe-lobster","10387","La Robe Lobster","https://www.jemappelle.nl/media/catalog/product/2/0/2058.2.jpg","Je kan er niet om heen deze zomer; de lobster print. Wij maakten dit jurkje in zomers rood met frisse witte lobsters. Het jurkje met 3/4 mouwen is gemaakt van heerlijke elastische stof en valt prachtig.
","Dresses","Dresses","26,98","Je m appelle","","59,98","","","0","95% Terlenka / 5% Katoen - Kreukvrij","","","",
"https://www.jemappelle.nl/la-robe-shirt-l-anchor","10405","La Robe Shirt L'Anchor","https://www.jemappelle.nl/media/catalog/product/2/1/2100.2.jpg","Hoe zomers wil je het hebben? Met dit heerlijk luchtige jurkje mag de zon schijnen! ","★ SALE ★ > SALE €15","SALE €15","32,98","Je m appelle","","59,98","","","0","65% Polyester / 35% Katoen","","","",
"https://www.jemappelle.nl/le-top-l-anchor-blanc","10428","Le Top L'Anchor Blanc","https://www.jemappelle.nl/media/catalog/product/2/1/2113.1.jpg","Charmant en zomers, deze top is prachtige bij een van onze shortjes of bij onze le pant stripes. Sierlijke opening aan de voorzijde en strikje aan de achterzijde. Gemaakt van heerlijke katoen met elastan, blijft mooi in model en strijken is niet nodig!","★ SALE ★ > SALE €10","SALE €10","19,98","Je m appelle","","29,98","","","0","95% Katoen / 5% Elastan","","","",
"https://www.jemappelle.nl/la-summer-sweatdress-pineapple-noir","10441","La Summer Sweatdress Pineapple ","https://www.jemappelle.nl/media/catalog/product/2/1/2189.2.jpg","Strand, festival of tuinfeest, met dit jurkje ben je er helemaal klaar voor. En het zit ook nog eens lekker want het is gemaakt van heerlijke katoen met een beetje elastan.","","Jemappelle","39,98","Je m appelle","","59,98","","","0","95% Katoen / 5% Elasthan","","","",
"https://www.jemappelle.nl/la-summer-sweatdress-pineapple-yellow","10447","La Summer Sweatdress Pineapple ","https://www.jemappelle.nl/media/catalog/product/2/1/2133.1.jpg","Strand, festival of tuinfeest, met dit jurkje ben je er helemaal klaar voor. En het zit ook nog eens lekker want het is gemaakt van heerlijke katoen met een beetje elastan.","","Jemappelle","24,99","Je m appelle","","59,98","","","0","95% Katoen / 5% Elasthan","","","",
"https://www.jemappelle.nl/la-robe-l-effect","10459","La Robe L'Effect","https://www.jemappelle.nl/media/catalog/product/2/1/2106.4.jpg","Ready for summer met dit schitterende jurkje in prachtig zomers rood. Sierlijke vlindermouwtjes, een mooi charmant decolleté en een prachtig overslagrokje die nu eens niet te ver openvalt.
","Dresses","Dresses","26,98","Je m appelle","","56,98","","","0","95% Terlenka / 5% Elastan - Kreukvrij","","","",
"https://www.jemappelle.nl/le-pantalon-charmant-short-palm","10465","Le Pantalon Charmant Short Palm","https://www.jemappelle.nl/media/catalog/product/2/0/2095.1.jpg","Zon, zee, strand of stad, met dit zomerse shortje kan je alle kanten op. De vrolijke palmprint combineert mooi met een van onze zomerse tops. Dit broekje heeft een fijne chino pasvorm, 2 zakken en een elastische band aan de achterzijde. Aan de voorkant een sierlijk satijnen lint.
","★ SALE ★ > SALE €10","SALE €10","29,98","Je m appelle","","46,98","","","0","65% Katoen / 32% Polyester / 3% Elastan","","","",
"https://www.jemappelle.nl/la-robe-mlle","10471","La Robe Mlle","https://www.jemappelle.nl/media/catalog/product/2/1/2105.11.jpg","Stijlvol jurkje in niagra blue met schulprandje langs de mouwen en het kraagje. Dit jurkje heeft een leuke print op de achterzijde en 2 zakken aan de voorkant. Gemaakt van heerlijke katoen met een beetje elastan.","★ SALE ★ > SALE €15","SALE €15","34,98","Je m appelle","","45,98","","","0","95% Katoen / 5% Elasthan","","","",
"https://www.jemappelle.nl/la-robe-lobster-blue","10485","La Robe Lobster ","https://www.jemappelle.nl/media/catalog/product/2/1/2185.1.jpg","Je kan er niet om heen deze zomer; de lobster print. Wij maakten dit jurkje in stijlvol donkerblauw met frisse witte lobsters. Het jurkje met 3/4 mouwen is gemaakt van heerlijke elastische stof en valt prachtig.
","Acties > 2 Jurkjes €50","2 Jurkjes €50","42,98","Je m appelle","","59,98","","","0","95% Terlenka / 5% Katoen - Kreukvrij","","","",
"https://www.jemappelle.nl/la-robe-a-la-coco-spring-blanc-red-stripe","10497","La Robe à la Coco","https://www.jemappelle.nl/media/catalog/product/2/0/2016.2_1.jpg","Fris gestreept Coco jurkje. De uitgekiende fit maakt dat dit jurkje geschikt is voor elk figuur! La Robe a la Coco is is bij de hals en mouwen op verschillende manieren te dragen en is bovendien eenvoudig korter of langer te dragen.","★ SALE ★ > SALE €10","SALE €10","34,98","Je m appelle","","49,98","","","0","47% Katoen / 45% Modal / 8% Elastan","","","",
"https://www.jemappelle.nl/la-robe-a-la-coco-spring-blanc-blue-stripe","10503","La Robe à la Coco","https://www.jemappelle.nl/media/catalog/product/2/0/2087.1.jpg","Fris gestreept Coco jurkje. De uitgekiende fit maakt dat dit jurkje geschikt is voor elk figuur! La Robe a a Coco is is bij de hals en mouwen op verschillende manieren te dragen en is bovendien eenvoudig korter of langer te dragen.
","★ SALE ★ > SALE €10","SALE €10","34,98","Je m appelle","","49,98","","","0","47% Katoen / 45% Modal / 8% Elastan","","","",
"https://www.jemappelle.nl/la-robe-off-shoulder-noir-blanc-stripes","10521","La Robe Off Shoulder ","https://www.jemappelle.nl/media/catalog/product/2/1/2165.1.jpg","Super charmante off-shoulder jurk van katoen met linnen. De dress heeft een elastische band aan de bovenzijde waardoor je de jurk naar wens off shoulder of regular kunt dragen. Combineer de jurk met slippertjes voor een sunny look of met je sneakers voor een middagje shoppen. De knoopjes kan je naar wens aan de voor- of achterzijde dragen.","★ SALE ★ > SALE €15","SALE €15","34,98","Je m appelle","","54,98","","","0","100% Viscose","","","",
"https://www.jemappelle.nl/la-robe-off-shoulder-noir-melange","10527","La Robe Off Shoulder ","https://www.jemappelle.nl/media/catalog/product/2/1/2153.1.jpg","Super charmante off-shoulder jurk van katoen met linnen. De dress heeft een elastische band aan de bovenzijde waardoor je de jurk naar wens off shoulder of regular kunt dragen. Combineer de jurk met slippertjes voor een sunny look of met je sneakers voor een middagje shoppen. De knoopjes kan je naar wens aan de voor- of achterzijde dragen.","★ SALE ★ > SALE €15","SALE €15","34,98","Je m appelle","","59,98","","","0","70% Katoen / 30% Linnen","","","",
"https://www.jemappelle.nl/la-robe-off-shoulder-red-melange","10533","La Robe Off Shoulder ","https://www.jemappelle.nl/media/catalog/product/2/1/2145.3.jpg","Super charmante off-shoulder jurk van katoen met linnen. De dress heeft een elastische band aan de bovenzijde waardoor je de jurk naar wens off shoulder of regular kunt dragen. Combineer de jurk met slippertjes voor een sunny look of met je sneakers voor een middagje shoppen. De knoopjes kan je naar wens aan de voor- of achterzijde dragen.","★ SALE ★ > SALE €15","SALE €15","34,98","Je m appelle","","59,98","","","0","70% Katoen / 30% Linnen","","","",
"https://www.jemappelle.nl/la-summer-robe-elegant","10539","La Summer Robe Elegant","https://www.jemappelle.nl/media/catalog/product/2/1/2166.1.jpg","Elegant en charmant in deze mooie striped summer dress. Heerlijk koel voor de warme dagen, of je nu naar je werk gaat of naar het strand. Het overslag model is zo gemaakt dat de jurk bij het lopen en zitten niet te ver open valt.","★ SALE ★ > SALE €10","SALE €10","39,98","Je m appelle","","64,98","","","0","92% Viscose / 8% Linnen","","","",
"https://www.jemappelle.nl/la-robe-zebre-color","10552","La Robe Zèbre  ","https://www.jemappelle.nl/media/catalog/product/2/2/2272.12.jpg","Wij zijn verliefd op dit jurkje! Te leuk al die zebra's in zomerse tinten! Het jurkje met 3/4 mouwen is gemaakt van heerlijke elastische stof en valt prachtig.
","Acties > 2 Jurkjes €50","2 Jurkjes €50","36,98","Je m appelle","","54,98","","","0","95% Terlenka / 5% Elasthan - Kreukvrij","","","",
"https://www.jemappelle.nl/le-pantalon-charmant-short","10564","Le Pantalon Charmant Short ","https://www.jemappelle.nl/media/catalog/product/2/1/2109.1_1.jpg","&bull; Mooie short gemaakt van prachtig Bengalin <br />&bull; Draagt soepel, kleedt mooi af <br />&bull; Sierstrik <br />&bull; Elastische taille <br />&bull; 2 zakken in de zijnaden","Pants & Skirts","Pants & Skirts","39,98","Je m appelle","","59,98","","","0","70% Viscose / 25% Polyamide / 5% Elastan","","","",
"https://www.jemappelle.nl/le-jumpsuit-top-blanc","10582","Le Jumpsuit Top Blanc","https://www.jemappelle.nl/media/catalog/product/2/1/2163.2.jpg","Charmante wrapped jumpsuit top die je natuurlijk combineert met onze bijpassende jumpsuit pant. Valt prachtige vrouwelijk, met een overslag aan de voorzijde en een elastische tailleband waardoor de top ook tijdens het dragen mooi blijft zitten. Met de charme van een jumpsuit, maar het gemak van gewone broek met top.","★ SALE ★ > SALE €10","SALE €10","19,98","Je m appelle","","54,98","","","0","95% Katoen / 5% Elasthan","","","",
"https://www.jemappelle.nl/la-sweatdress-lemon","10612","La Summer Sweatdress Citron","https://www.jemappelle.nl/media/catalog/product/2/0/2094.2.jpg","Festival, strand of tuinfeest, met dit jurkje ben je er helemaal klaar voor. En het zit ook nog eens lekker want het is gemaakt van heerlijke katoen met een beetje elastan. De lemonprint mag je deze zomer echt niet missen! Draag dit jurkje op heerlijke warme dagen, wordt het iets kouder dan is de combinatie met een denim jasje ook te leuk.

","★ SALE ★ > SALE €15","SALE €15","34,98","Je m appelle","","54,98","","","0","95% Katoen / 5% Elasthan","","","",
"https://www.jemappelle.nl/la-strapped-tank-sand","10620","La Strapped Tank Sand ","https://www.jemappelle.nl/media/catalog/product/2/1/2183.1_2.jpg","Prachtig hemdje in de kleur café latte, met sierlijke V hals. Mooi om te
combineren met ons café latte zomer costume. Gemaakt van heerlijke
katoen met een beetje elastan.","Tops & Tanktops","Tops & Tanktops","19,98","Je m appelle","","28,98","","","0","95% Katoen / 5% Elasthan ","","","",
"https://www.jemappelle.nl/la-robe-shift-panthere","10668","La Robe Shift Panthère","https://www.jemappelle.nl/media/catalog/product/2/1/2191.1_2.jpg","Charmant en elegant is dit jurkje. Prachtig vrouwelijk model dat mooi afkleedt. De ton-sur-ton panter print is ook voor het najaar en deze winter weer een echte must have!
Jurkje heeft een rits op de rug.
","★ SALE ★ > SALE €15","SALE €15","25,98","Je m appelle","","49,98","","","0","95% Terlenka / 5% Elasthan - Kreukvrij","","","",
"https://www.jemappelle.nl/la-robe-comfy-tigre","10674","La Robe Comfy Tigre","https://www.jemappelle.nl/media/catalog/product/2/2/2202.15.jpg","Dit prachtige jurkje met A lijn is charmant en flatterend voor elk figuur. Een heerlijke must-have die je het hele jaar door draagt. Wij combineerden het jurkje met een sneaker voor een indian summer look. Ook super in combinatie met mooie legging of skinny. Met een high heel geef je dit jurkje een tres-chique-look. O, en colored animal prints mag je dit najaar niet missen!","Acties > 2 Jurkjes €50","2 Jurkjes €50","36,98","Je m appelle","","56,98","","","0","95% Terlenka / 5% Elasthan - Kreukvrij","","","",
"https://www.jemappelle.nl/la-tunic-montmartre","10680","La Tunic Montmartre","https://www.jemappelle.nl/media/catalog/product/2/0/2065.3.jpg","Charmante tuniek in fancy rib katoen met mooie embroiderie. Leuk als jurkje, maar ook super als tuniek in combinatie met onze denim jegging.
","★ SALE ★ > SALE €5","SALE €5","29,98","Je m appelle","","44,98","","","0","95% Katoen / 5% Elastan","","","",
"https://www.jemappelle.nl/la-tunic-reason","10686","La Tunic Reason","https://www.jemappelle.nl/media/catalog/product/2/0/2093.13.jpg","Charmante tuniek in fancy rib katoen met mooie embroiderie. Leuk als jurkje, maar ook super als tuniek in combinatie met onze denim jegging.
","★ SALE ★ > SALE €5","SALE €5","29,98","Je m appelle","","44,98","","","0","95% Katoen / 5% Elastan","","","",
"https://www.jemappelle.nl/la-robe-hepburn-royal-blue","10692","La Robe Hepburn ","https://www.jemappelle.nl/media/catalog/product/2/1/2184.1.jpg","Dit jurkje in prachtig royal blue is een van onze absolute favorieten. Je kan het eenvoudig langer of korter dragen. De 2 linten knoop je sierlijk op je heup voor een extra charmant effect. De stof valt soepel en heeft een mooie fit.","Acties > 2 Jurkjes €50","2 Jurkjes €50","32,98","Je m appelle","","44,98","","","0","47% Katoen / 45% Modal / 8% Elasthan","","","",
"https://www.jemappelle.nl/la-robe-ement-feather","10704","La Robe Ement Feather","https://www.jemappelle.nl/media/catalog/product/2/2/2217.1_1.jpg","Sierlijke jurk met een mooi charmant decolleté en een prachtig overslag rokje. De all-over print mag je dit seizoen niet missen, alle combinaties mogen, leef je uit, make it a happy season! Het 3/4 mouwtje is het helemaal dit najaar!","Dresses","Dresses","34,98","Je m appelle","","59,98","","","0","95% Soft Terlenka / 5% Elasthan - Kreukvrij en voelt zacht aan","","","",
"https://www.jemappelle.nl/la-robe-ement-fox","10710","La Robe Ement Renard","https://www.jemappelle.nl/media/catalog/product/2/1/2195.3.jpg","Sierlijke jurk met een mooi charmant decolleté en een prachtig overslagrokje. De all-over print mag je dit seizoen niet missen, alle combinaties mogen, leef je uit, make it a happy season! Het 3/4 mouwtje is het helemaal dit najaar!","Acties > 2 Jurkjes €50","2 Jurkjes €50","43,98","Je m appelle","","59,98","","","0","95% Terlenka / 5% Elasthan - Kreukvrij","","","",
"https://www.jemappelle.nl/la-robe-ement-panthere","10777","La Robe Ement Panthère","https://www.jemappelle.nl/media/catalog/product/2/2/2218.1_3.jpg","Ook dit najaar mag je de panterprint niet missen! Dit heerlijke jurkje heeft niet alleen een prachtige panterprint maar ook een flatterende fit met een mooi charmant decolleté en een prachtig overslagrokje die nu nu eens niet te ver openvalt.","Acties > 2 Jurkjes €50","2 Jurkjes €50","42,98","Je m appelle","","59,98","","","0","95% Soft Terlenka / 5% Elasthan - Kreukvrij en voelt zacht aan","","","",
"https://www.jemappelle.nl/la-robe-l-anniversaire-autumn-blue","10787","La Robe l'Anniversaire Blue","https://www.jemappelle.nl/media/catalog/product/2/2/2258.4.jpg","&bull; V-hals<br />&bull; Katoen modal met elastan<br />&bull; Gerimpeld in de rechter zijnaad&nbsp;<br />&bull; Flatterende fit<br />&bull; Driekwart mouw","Acties > 2 Jurkjes €50","2 Jurkjes €50","34,98","Je m appelle","","48,98","","","0","47% Katoen / 45% Modal / 8% Elasthan","","","",
"https://www.jemappelle.nl/la-robe-l-anniversaire-royal-blue","10793","La Robe l'Anniversaire Royal","https://www.jemappelle.nl/media/catalog/product/2/2/2259.3.jpg","Heerlijk jurkje, in prachtig royal blue, waar je deze zomer veel plezier van zal hebben. Mooi decolleté en een klein beetje gerimpeld in de zijnaden bij de taille waardoor dit jurkje niet tekent. Gemaakt van heerlijke katoen met een beetje elastan.
","Acties > 2 Jurkjes €50","2 Jurkjes €50","34,98","Je m appelle","","48,98","","","0","47% Katoen / 45% Modal / 8% Elasthan","","","",
"https://www.jemappelle.nl/le-wrapped-top-noir","10829","Le Wrapped Top Noir","https://www.jemappelle.nl/media/catalog/product/2/2/2225.6.jpg","Hoe charmant kan een top zijn? Op en top vrouwelijk en eenvoudig te combineren. Wij vinden ons panterrokje er prachtig bij, maar natuurlijk is deze top ook super samen met je favoriete denim. ","Tops & Tanktops","Tops & Tanktops","26,98","Je m appelle","","49,98","","","0","47% Katoen / 45% Modal / 8% Elastan","","","",
"https://www.jemappelle.nl/le-wrapped-top-warm-red","10835","Le Wrapped Top Warm Red","https://www.jemappelle.nl/media/catalog/product/2/2/2251.1.jpg","Hoe charmant kan een top zijn? Op en top vrouwelijk en eenvoudig te combineren. Wij vinden ons panterrokje er prachtig bij, maar natuurlijk is deze top ook super samen met je favoriete denim. 
","Tops & Tanktops","Tops & Tanktops","26,98","Je m appelle","","49,98","","","0","47% Katoen / 45% Modal / 8% Elastan","","","",
"https://www.jemappelle.nl/la-skirt-ruffle","10847","La Skirt Ruffle","https://www.jemappelle.nl/media/catalog/product/2/2/2248.2.jpg","Panter mag je ook dit najaar niet missen, het blijft de trend! Dit rokje is daarom een absolute musthave en combineer je met een van onze ballettops of truitjes. ","★ SALE ★ > SALE €10","SALE €10","26,98","Je m appelle","","49,98","","","0","47% Katoen / 45% Modal / 8% Elasthan","","","",
"https://www.jemappelle.nl/la-robe-comfy-tigre-noir","10859","La Robe Comfy Tigre Noir","https://www.jemappelle.nl/media/catalog/product/2/2/2211.1_4.jpg","Dit prachtige jurkje met A lijn is charmant en flatterend voor elk figuur. Een heerlijke must-have die je het hele jaar door draagt. Wij combineerden het jurkje met een stoere boot voor een indian summer look. Ook super in combinatie met mooie legging of skinny. Met een high heel geef je dit jurkje een tres-chique-look. De tiger print mag je dit najaar niet missen! Prachtig in combinatie met een van onze vesten. ","Dresses","Dresses","34,98","Je m appelle","","54,98","","","0","95% Terlenka / 5% Elasthan - Kreukvrij","","","",
"https://www.jemappelle.nl/la-robe-ement-tigre","10865","La Robe Ement Tigre","https://www.jemappelle.nl/media/catalog/product/2/2/2254.1.jpg","Charmante jurk in prachtige herfsttinten met sierlijk decolleté. De all-over print mag je dit seizoen niet missen, alle combinaties mogen! Prachtig in combinatie met een van onze vesten. ","Acties > 2 Jurkjes €50","2 Jurkjes €50","42,98","Je m appelle","","59,98","","","0","95% Soft Terlenka / 5% Elasthan - Kreukvrij en voelt zacht aan","","","",
"https://www.jemappelle.nl/la-robe-plier","10871","La Robe Plièr","https://www.jemappelle.nl/media/catalog/product/2/2/22250.1.jpg","Dit sierlijke jurkje kan je op meerdere manieren dragen en heeft een all-over print in de prachtige kleuren van dit seizoen. Wij combineerden dit jurkje met een stoere boot, maar het jurkje is natuurlijk ook prachtig met een mooie high heel. Prachtig in combinatie met een van onze vesten. ","★ SALE ★ > SALE €15","SALE €15","39,98","Je m appelle","","49,98","","","0","95% Soft Terlenka / 5% Elasthan - Kreukvrij en voelt zacht aan","","","",
"https://www.jemappelle.nl/la-veste-camel","10943","La Veste Camel","https://www.jemappelle.nl/media/catalog/product/2/3/2397.1.jpg","Heerlijk warm, wollig en zacht vestje dat je draagt over een van onze jurkjes of op onze denim.","★ SALE ★ > SALE €15","SALE €15","34,98","Je m appelle","","44,98","","","0","95% Acryl / 5% Wol 'Kriebelt' niet","","","",
"https://www.jemappelle.nl/la-veste-bordeaux","10949","La Veste Bordeaux","https://www.jemappelle.nl/media/catalog/product/2/3/2399.1.jpg","Heerlijk warm, wollig en zacht vestje dat je draagt over een van onze jurkjes of op onze denim.","★ SALE ★ > SALE €15","SALE €15","34,98","Je m appelle","","44,98","","","0","95% Acryl / 5% Wol 'Kriebelt' niet","","","",
"https://www.jemappelle.nl/la-veste-noir-11547","10952","La Veste Noir","https://www.jemappelle.nl/media/catalog/product/2/4/2400.1.jpg","Heerlijk warm, wollig en zacht vestje dat je draagt over een van onze jurkjes of op onze denim.","★ SALE ★ > SALE €15","SALE €15","34,98","Je m appelle","","44,98","","","0","95% Acryl / 5% Wol 'Kriebelt' niet","","","",
"https://www.jemappelle.nl/la-robe-belted","10958","La Robe Belted","https://www.jemappelle.nl/media/catalog/product/2/2/2260.3.jpg","Dit sierlijke jurkje kan je op meerdere manieren dragen en heeft een all-over print in de prachtige kleuren van dit seizoen. Wij combineerden dit jurkje met een stoere boot, maar het jurkje is natuurlijk ook heel mooi met een legging of mooie high heel. Prachtig in combinatie met een van onze vesten.
","Acties > 2 Jurkjes €50","2 Jurkjes €50","41,98","Je m appelle","","54,98","","","0","95% Soft Terlenka / 5% Elasthan - Kreukvrij en voelt zacht aan","","","",
"https://www.jemappelle.nl/la-robe-comfy-oiseau","10964","La Robe Comfy Oiseau","https://www.jemappelle.nl/media/catalog/product/2/2/2277.2.jpg","Wij zijn verliefd op dit jurkje met schitterende print in warme najaarstinten! Combineer het met een van onze lekkere warme vesten en je bent klaar voor de herfst. Dit jurkje is prachtig met boots, maar ook super met high heels. De subtiele A-lijn van dit jurkje zorgt voor een extra nonchalance! ","Acties > 2 Jurkjes €50","2 Jurkjes €50","41,98","Je m appelle","","54,98","","","0","95% Terlenka / 5% Elasthan - Kreukvrij","","","",
